id,celltype,batch_digest,batch_sort,batch_chromatography,raw.file
i4,sc_m0,N,s8,LCA9,X190222S_LCA9_X_FP94BO
i5,sc_u,N,s8,LCA9,X190222S_LCA9_X_FP94BO
i7,sc_m0,N,s8,LCA9,X190222S_LCA9_X_FP94BO
i10,sc_m0,N,s8,LCA9,X190222S_LCA9_X_FP94BO
i11,sc_m0,N,s8,LCA9,X190222S_LCA9_X_FP94BO
i20,sc_m0,N,s8,LCA9,X190222S_LCA9_X_FP94BF
i22,sc_m0,N,s8,LCA9,X190222S_LCA9_X_FP94BF
i24,sc_m0,N,s8,LCA9,X190222S_LCA9_X_FP94BF
i25,sc_m0,N,s8,LCA9,X190222S_LCA9_X_FP94BF
i36,sc_m0,N,s8,LCA9,X190222S_LCA9_X_FP94BP
i37,sc_m0,N,s8,LCA9,X190222S_LCA9_X_FP94BP
i39,sc_m0,N,s8,LCA9,X190222S_LCA9_X_FP94BP
i41,sc_u,N,s8,LCA9,X190222S_LCA9_X_FP94BP
i42,sc_m0,N,s8,LCA9,X190222S_LCA9_X_FP94BP
i43,sc_m0,N,s8,LCA9,X190222S_LCA9_X_FP94BP
i52,sc_m0,N,s8,LCA9,X190222S_LCA9_X_FP94BL
i57,sc_m0,N,s8,LCA9,X190222S_LCA9_X_FP94BL
i58,sc_u,N,s8,LCA9,X190222S_LCA9_X_FP94BL
i59,sc_u,N,s8,LCA9,X190222S_LCA9_X_FP94BL
i68,sc_u,N,s8,LCA9,X190222S_LCA9_X_FP94BM
i70,sc_u,N,s8,LCA9,X190222S_LCA9_X_FP94BM
i72,sc_m0,N,s8,LCA9,X190222S_LCA9_X_FP94BM
i73,sc_m0,N,s8,LCA9,X190222S_LCA9_X_FP94BM
i74,sc_m0,N,s8,LCA9,X190222S_LCA9_X_FP94BM
i75,sc_m0,N,s8,LCA9,X190222S_LCA9_X_FP94BM
i85,sc_m0,N,s8,LCA9,X190222S_LCA9_X_FP94BK
i86,sc_m0,N,s8,LCA9,X190222S_LCA9_X_FP94BK
i87,sc_u,N,s8,LCA9,X190222S_LCA9_X_FP94BK
i88,sc_m0,N,s8,LCA9,X190222S_LCA9_X_FP94BK
i89,sc_m0,N,s8,LCA9,X190222S_LCA9_X_FP94BK
i90,sc_m0,N,s8,LCA9,X190222S_LCA9_X_FP94BK
i100,sc_m0,N,s8,LCA9,X190222S_LCA9_X_FP94BG
i101,sc_m0,N,s8,LCA9,X190222S_LCA9_X_FP94BG
i103,sc_m0,N,s8,LCA9,X190222S_LCA9_X_FP94BG
i104,sc_m0,N,s8,LCA9,X190222S_LCA9_X_FP94BG
i105,sc_m0,N,s8,LCA9,X190222S_LCA9_X_FP94BG
i106,sc_m0,N,s8,LCA9,X190222S_LCA9_X_FP94BG
i116,sc_m0,N,s8,LCA9,X190222S_LCA9_X_FP94BH
i120,sc_m0,N,s8,LCA9,X190222S_LCA9_X_FP94BH
i121,sc_m0,N,s8,LCA9,X190222S_LCA9_X_FP94BH
i122,sc_m0,N,s8,LCA9,X190222S_LCA9_X_FP94BH
i123,sc_m0,N,s8,LCA9,X190222S_LCA9_X_FP94BH
i132,sc_m0,N,s8,LCA9,X190222S_LCA9_X_FP94BB
i134,sc_u,N,s8,LCA9,X190222S_LCA9_X_FP94BB
i136,sc_u,N,s8,LCA9,X190222S_LCA9_X_FP94BB
i137,sc_m0,N,s8,LCA9,X190222S_LCA9_X_FP94BB
i138,sc_m0,N,s8,LCA9,X190222S_LCA9_X_FP94BB
i139,sc_m0,N,s8,LCA9,X190222S_LCA9_X_FP94BB
i149,sc_u,R,s9,LCB3,X190914S_LCB3_X_16plex_Set_4
i150,sc_m0,R,s9,LCB3,X190914S_LCB3_X_16plex_Set_4
i151,sc_m0,R,s9,LCB3,X190914S_LCB3_X_16plex_Set_4
i152,sc_m0,R,s9,LCB3,X190914S_LCB3_X_16plex_Set_4
i154,sc_m0,R,s9,LCB3,X190914S_LCB3_X_16plex_Set_4
i155,sc_m0,R,s9,LCB3,X190914S_LCB3_X_16plex_Set_4
i156,sc_u,R,s9,LCB3,X190914S_LCB3_X_16plex_Set_4
i157,sc_m0,R,s9,LCB3,X190914S_LCB3_X_16plex_Set_4
i158,sc_m0,R,s9,LCB3,X190914S_LCB3_X_16plex_Set_4
i159,sc_u,R,s9,LCB3,X190914S_LCB3_X_16plex_Set_4
i160,sc_m0,R,s9,LCB3,X190914S_LCB3_X_16plex_Set_4
i164,sc_m0,N,s8,LCA9,X190222S_LCA9_X_FP94BA
i165,sc_m0,N,s8,LCA9,X190222S_LCA9_X_FP94BA
i168,sc_u,N,s8,LCA9,X190222S_LCA9_X_FP94BA
i169,sc_u,N,s8,LCA9,X190222S_LCA9_X_FP94BA
i170,sc_u,N,s8,LCA9,X190222S_LCA9_X_FP94BA
i171,sc_m0,N,s8,LCA9,X190222S_LCA9_X_FP94BA
i181,sc_m0,U,s9,LCB7,X191110S_LCB7_X_APNOV16plex2_Set_12
i182,sc_m0,U,s9,LCB7,X191110S_LCB7_X_APNOV16plex2_Set_12
i183,sc_m0,U,s9,LCB7,X191110S_LCB7_X_APNOV16plex2_Set_12
i184,sc_u,U,s9,LCB7,X191110S_LCB7_X_APNOV16plex2_Set_12
i185,sc_m0,U,s9,LCB7,X191110S_LCB7_X_APNOV16plex2_Set_12
i186,sc_m0,U,s9,LCB7,X191110S_LCB7_X_APNOV16plex2_Set_12
i187,sc_m0,U,s9,LCB7,X191110S_LCB7_X_APNOV16plex2_Set_12
i188,sc_m0,U,s9,LCB7,X191110S_LCB7_X_APNOV16plex2_Set_12
i190,sc_u,U,s9,LCB7,X191110S_LCB7_X_APNOV16plex2_Set_12
i191,sc_m0,U,s9,LCB7,X191110S_LCB7_X_APNOV16plex2_Set_12
i192,sc_m0,U,s9,LCB7,X191110S_LCB7_X_APNOV16plex2_Set_12
i197,sc_m0,U,s9,LCB7,X191110S_LCB7_X_APNOV16plex2_Set_25
i198,sc_m0,U,s9,LCB7,X191110S_LCB7_X_APNOV16plex2_Set_25
i199,sc_m0,U,s9,LCB7,X191110S_LCB7_X_APNOV16plex2_Set_25
i200,sc_m0,U,s9,LCB7,X191110S_LCB7_X_APNOV16plex2_Set_25
i201,sc_m0,U,s9,LCB7,X191110S_LCB7_X_APNOV16plex2_Set_25
i202,sc_m0,U,s9,LCB7,X191110S_LCB7_X_APNOV16plex2_Set_25
i203,sc_m0,U,s9,LCB7,X191110S_LCB7_X_APNOV16plex2_Set_25
i204,sc_u,U,s9,LCB7,X191110S_LCB7_X_APNOV16plex2_Set_25
i205,sc_m0,U,s9,LCB7,X191110S_LCB7_X_APNOV16plex2_Set_25
i206,sc_m0,U,s9,LCB7,X191110S_LCB7_X_APNOV16plex2_Set_25
i207,sc_m0,U,s9,LCB7,X191110S_LCB7_X_APNOV16plex2_Set_25
i213,sc_u,U,s9,LCB7,X191110S_LCB7_X_APNOV16plex2_Set_11
i214,sc_m0,U,s9,LCB7,X191110S_LCB7_X_APNOV16plex2_Set_11
i215,sc_u,U,s9,LCB7,X191110S_LCB7_X_APNOV16plex2_Set_11
i217,sc_u,U,s9,LCB7,X191110S_LCB7_X_APNOV16plex2_Set_11
i218,sc_m0,U,s9,LCB7,X191110S_LCB7_X_APNOV16plex2_Set_11
i219,sc_m0,U,s9,LCB7,X191110S_LCB7_X_APNOV16plex2_Set_11
i220,sc_m0,U,s9,LCB7,X191110S_LCB7_X_APNOV16plex2_Set_11
i221,sc_m0,U,s9,LCB7,X191110S_LCB7_X_APNOV16plex2_Set_11
i222,sc_m0,U,s9,LCB7,X191110S_LCB7_X_APNOV16plex2_Set_11
i223,sc_m0,U,s9,LCB7,X191110S_LCB7_X_APNOV16plex2_Set_11
i224,sc_m0,U,s9,LCB7,X191110S_LCB7_X_APNOV16plex2_Set_11
i230,sc_u,U,s9,LCB7,X191110S_LCB7_X_APNOV16plex2_Set_19
i231,sc_m0,U,s9,LCB7,X191110S_LCB7_X_APNOV16plex2_Set_19
i232,sc_m0,U,s9,LCB7,X191110S_LCB7_X_APNOV16plex2_Set_19
i233,sc_m0,U,s9,LCB7,X191110S_LCB7_X_APNOV16plex2_Set_19
i234,sc_m0,U,s9,LCB7,X191110S_LCB7_X_APNOV16plex2_Set_19
i235,sc_m0,U,s9,LCB7,X191110S_LCB7_X_APNOV16plex2_Set_19
i236,sc_m0,U,s9,LCB7,X191110S_LCB7_X_APNOV16plex2_Set_19
i237,sc_u,U,s9,LCB7,X191110S_LCB7_X_APNOV16plex2_Set_19
i238,sc_u,U,s9,LCB7,X191110S_LCB7_X_APNOV16plex2_Set_19
i239,sc_m0,U,s9,LCB7,X191110S_LCB7_X_APNOV16plex2_Set_19
i245,sc_u,T,s9,LCB7,X191107S_LCB7_X_APNOV16plex_Set_7
i246,sc_m0,T,s9,LCB7,X191107S_LCB7_X_APNOV16plex_Set_7
i247,sc_m0,T,s9,LCB7,X191107S_LCB7_X_APNOV16plex_Set_7
i248,sc_m0,T,s9,LCB7,X191107S_LCB7_X_APNOV16plex_Set_7
i250,sc_m0,T,s9,LCB7,X191107S_LCB7_X_APNOV16plex_Set_7
i251,sc_m0,T,s9,LCB7,X191107S_LCB7_X_APNOV16plex_Set_7
i252,sc_u,T,s9,LCB7,X191107S_LCB7_X_APNOV16plex_Set_7
i253,sc_m0,T,s9,LCB7,X191107S_LCB7_X_APNOV16plex_Set_7
i254,sc_m0,T,s9,LCB7,X191107S_LCB7_X_APNOV16plex_Set_7
i255,sc_u,T,s9,LCB7,X191107S_LCB7_X_APNOV16plex_Set_7
i261,sc_m0,T,s9,LCB7,X191108S_LCB7_X_APNOV16plex_Set_30
i263,sc_m0,T,s9,LCB7,X191108S_LCB7_X_APNOV16plex_Set_30
i265,sc_m0,T,s9,LCB7,X191108S_LCB7_X_APNOV16plex_Set_30
i266,sc_u,T,s9,LCB7,X191108S_LCB7_X_APNOV16plex_Set_30
i267,sc_m0,T,s9,LCB7,X191108S_LCB7_X_APNOV16plex_Set_30
i268,sc_m0,T,s9,LCB7,X191108S_LCB7_X_APNOV16plex_Set_30
i269,sc_u,T,s9,LCB7,X191108S_LCB7_X_APNOV16plex_Set_30
i270,sc_u,T,s9,LCB7,X191108S_LCB7_X_APNOV16plex_Set_30
i271,sc_m0,T,s9,LCB7,X191108S_LCB7_X_APNOV16plex_Set_30
i272,sc_m0,T,s9,LCB7,X191108S_LCB7_X_APNOV16plex_Set_30
i279,sc_m0,U,s9,LCB7,X191110S_LCB7_X_APNOV16plex2_Set_27
i280,sc_m0,U,s9,LCB7,X191110S_LCB7_X_APNOV16plex2_Set_27
i281,sc_u,U,s9,LCB7,X191110S_LCB7_X_APNOV16plex2_Set_27
i282,sc_m0,U,s9,LCB7,X191110S_LCB7_X_APNOV16plex2_Set_27
i283,sc_u,U,s9,LCB7,X191110S_LCB7_X_APNOV16plex2_Set_27
i284,sc_u,U,s9,LCB7,X191110S_LCB7_X_APNOV16plex2_Set_27
i285,sc_m0,U,s9,LCB7,X191110S_LCB7_X_APNOV16plex2_Set_27
i286,sc_m0,U,s9,LCB7,X191110S_LCB7_X_APNOV16plex2_Set_27
i287,sc_m0,U,s9,LCB7,X191110S_LCB7_X_APNOV16plex2_Set_27
i288,sc_m0,U,s9,LCB7,X191110S_LCB7_X_APNOV16plex2_Set_27
i293,sc_m0,U,s9,LCB7,X191110S_LCB7_X_APNOV16plex2_Set_23
i295,sc_m0,U,s9,LCB7,X191110S_LCB7_X_APNOV16plex2_Set_23
i296,sc_m0,U,s9,LCB7,X191110S_LCB7_X_APNOV16plex2_Set_23
i297,sc_u,U,s9,LCB7,X191110S_LCB7_X_APNOV16plex2_Set_23
i298,sc_u,U,s9,LCB7,X191110S_LCB7_X_APNOV16plex2_Set_23
i299,sc_u,U,s9,LCB7,X191110S_LCB7_X_APNOV16plex2_Set_23
i300,sc_m0,U,s9,LCB7,X191110S_LCB7_X_APNOV16plex2_Set_23
i302,sc_u,U,s9,LCB7,X191110S_LCB7_X_APNOV16plex2_Set_23
i303,sc_m0,U,s9,LCB7,X191110S_LCB7_X_APNOV16plex2_Set_23
i304,sc_m0,U,s9,LCB7,X191110S_LCB7_X_APNOV16plex2_Set_23
i309,sc_m0,U,s9,LCB7,X191110S_LCB7_X_APNOV16plex2_Set_5
i311,sc_m0,U,s9,LCB7,X191110S_LCB7_X_APNOV16plex2_Set_5
i312,sc_m0,U,s9,LCB7,X191110S_LCB7_X_APNOV16plex2_Set_5
i313,sc_m0,U,s9,LCB7,X191110S_LCB7_X_APNOV16plex2_Set_5
i314,sc_m0,U,s9,LCB7,X191110S_LCB7_X_APNOV16plex2_Set_5
i315,sc_u,U,s9,LCB7,X191110S_LCB7_X_APNOV16plex2_Set_5
i316,sc_m0,U,s9,LCB7,X191110S_LCB7_X_APNOV16plex2_Set_5
i317,sc_m0,U,s9,LCB7,X191110S_LCB7_X_APNOV16plex2_Set_5
i318,sc_u,U,s9,LCB7,X191110S_LCB7_X_APNOV16plex2_Set_5
i319,sc_m0,U,s9,LCB7,X191110S_LCB7_X_APNOV16plex2_Set_5
i325,sc_m0,T,s9,LCB7,X191108S_LCB7_X_APNOV16plex_Set_27
i327,sc_m0,T,s9,LCB7,X191108S_LCB7_X_APNOV16plex_Set_27
i328,sc_m0,T,s9,LCB7,X191108S_LCB7_X_APNOV16plex_Set_27
i329,sc_u,T,s9,LCB7,X191108S_LCB7_X_APNOV16plex_Set_27
i330,sc_m0,T,s9,LCB7,X191108S_LCB7_X_APNOV16plex_Set_27
i331,sc_u,T,s9,LCB7,X191108S_LCB7_X_APNOV16plex_Set_27
i332,sc_u,T,s9,LCB7,X191108S_LCB7_X_APNOV16plex_Set_27
i333,sc_m0,T,s9,LCB7,X191108S_LCB7_X_APNOV16plex_Set_27
i335,sc_m0,T,s9,LCB7,X191108S_LCB7_X_APNOV16plex_Set_27
